"freq"	"prev"	"p.freq"	"p.prev"	"p"	"contaminant"
"k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micromonosporaceae;__"	7.0040714680213e-05	43	NA	0.0705632795391901	0.0705632795391901	TRUE
"k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micromonosporaceae;g__"	2.12404765838211e-05	21	NA	0.345235178255337	0.345235178255337	FALSE
"k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micromonosporaceae;g__Actinoplanes"	2.12620877353388e-05	20	NA	0.322259045217465	0.322259045217465	FALSE
"k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micromonosporaceae;g__Catellatospora"	9.46753295455578e-06	17	NA	0.556685318602364	0.556685318602364	FALSE
"k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micromonosporaceae;g__Couchioplanes"	1.00837741451673e-05	17	NA	0.869920888696405	0.869920888696405	FALSE
"k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micromonosporaceae;g__Dactylosporangium"	5.44194198724716e-07	4	NA	0.635330828733136	0.635330828733136	FALSE
"k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micromonosporaceae;g__Longispora"	2.15060141500288e-07	3	NA	0.113498968522808	0.113498968522808	FALSE
"k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micromonosporaceae;g__Micromonospora"	1.6461483587776e-05	2	NA	0.572954341826041	0.572954341826041	FALSE
"k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micromonosporaceae;g__Pilimelia"	4.9688585933252e-05	46	NA	0.19830731474442	0.19830731474442	FALSE
"k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micromonosporaceae;g__Rugosimonospora"	8.17809647400379e-06	2	NA	0.0758082497212933	0.0758082497212933	TRUE
"k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micromonosporaceae;g__Solwaraspora"	9.19162101387661e-09	1	NA	NA	NA	FALSE
"k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micromonosporaceae;g__Virgisporangium"	1.66570710793292e-05	24	NA	0.187353181241818	0.187353181241818	FALSE
"k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Mycobacteriaceae;g__Mycobacterium"	0.000265206335691339	209	NA	0.886422585668226	0.886422585668226	FALSE
"k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nakamurellaceae;__"	1.12836761314142e-06	1	NA	NA	NA	FALSE
"k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nakamurellaceae;g__"	2.3975237898087e-05	11	NA	0.790465100171098	0.790465100171098	FALSE
"k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardiaceae;__"	5.39467321335436e-07	1	NA	NA	NA	FALSE
"k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardiaceae;g__"	7.53504063001551e-07	1	NA	NA	NA	FALSE
"k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardiaceae;g__Nocardia"	1.07560530675135e-06	4	NA	0.635330828733136	0.635330828733136	FALSE
"k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardiaceae;g__Rhodococcus"	5.32802729380667e-05	61	NA	0.97308067777281	0.97308067777281	FALSE
"k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardioidaceae;__"	2.3548220995585e-05	33	NA	0.168131745297464	0.168131745297464	FALSE
"k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardioidaceae;g__"	3.2308375879649e-05	42	NA	0.735284023460124	0.735284023460124	FALSE
"k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardioidaceae;g__Actinopolymorpha"	2.68233710997777e-07	1	NA	NA	NA	FALSE
"k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardioidaceae;g__Aeromicrobium"	1.81700871213296e-05	19	NA	0.299197279306924	0.299197279306924	FALSE
"k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardioidaceae;g__Kribbella"	5.43707238488587e-05	59	NA	0.567316354684749	0.567316354684749	FALSE
"k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardioidaceae;g__Marmoricola"	1.81415915751505e-06	2	NA	0.0758082497212933	0.0758082497212933	TRUE
"k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardioidaceae;g__Nocardioides"	8.40416248407591e-05	69	NA	0.27803154098273	0.27803154098273	FALSE
"k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardioidaceae;g__Pimelobacter"	2.01559790595502e-08	1	NA	NA	NA	FALSE
"k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardioidaceae;g__Propionicimonas"	7.71376223634104e-08	1	NA	NA	NA	FALSE
"k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardiopsaceae;__"	2.80141303089224e-07	2	NA	0.572954341826041	0.572954341826041	FALSE
"k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardiopsaceae;g__"	1.49280557282234e-06	1	NA	NA	NA	FALSE
"k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardiopsaceae;g__Nocardiopsis"	3.44284364838555e-08	1	NA	NA	NA	FALSE
"k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Promicromonosporaceae;g__"	6.29634555248236e-06	2	NA	0.572954341826041	0.572954341826041	FALSE
"k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Promicromonosporaceae;g__Cellulosimicrobium"	7.79483516908262e-07	6	NA	0.688653464613911	0.688653464613911	FALSE
"k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Promicromonosporaceae;g__Promicromonospora"	2.47283277906023e-09	1	NA	NA	NA	FALSE
"k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Promicromonosporaceae;g__Xylanimicrobium"	9.96282828914009e-09	1	NA	NA	NA	FALSE
"k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Propionibacteriaceae;__"	2.24593745008053e-07	1	NA	NA	NA	FALSE
"k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Propionibacteriaceae;g__Propionibacterium"	7.24338694580232e-05	72	NA	0.963975924360724	0.963975924360724	FALSE
"k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Pseudonocardiaceae;__"	5.63351499741615e-06	13	NA	0.163932993891287	0.163932993891287	FALSE
"k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Pseudonocardiaceae;g__"	9.0914936244199e-05	73	NA	0.18738578346835	0.18738578346835	FALSE
"k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Pseudonocardiaceae;g__Actinomycetospora"	7.74914206201491e-06	10	NA	0.0195382853268633	0.0195382853268633	TRUE
"k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Pseudonocardiaceae;g__Actinophytocola"	1.29970937425969e-06	3	NA	0.605364056955314	0.605364056955314	FALSE
"k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Pseudonocardiaceae;g__Amycolatopsis"	1.89987513458016e-05	11	NA	0.122652564108462	0.122652564108462	FALSE
"k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Pseudonocardiaceae;g__Pseudonocardia"	4.05487506202968e-05	47	NA	0.594221181981501	0.594221181981501	FALSE
"k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Pseudonocardiaceae;g__Saccharomonospora"	1.23061739471683e-06	4	NA	0.635330828733136	0.635330828733136	FALSE
"k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Pseudonocardiaceae;g__Saccharopolyspora"	7.1183794510893e-08	1	NA	NA	NA	FALSE
"k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Pseudonocardiaceae;g__Sciscionella"	1.74932547817415e-05	29	NA	0.0409360287534814	0.0409360287534814	TRUE
"k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Sanguibacteraceae;g__Sanguibacter"	1.20547924068309e-06	1	NA	NA	NA	FALSE
"k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Sporichthyaceae;g__"	5.63557174420427e-06	4	NA	0.635330828733136	0.635330828733136	FALSE
"k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Sporichthyaceae;g__Fodinicola"	3.95599517535157e-07	1	NA	NA	NA	FALSE
"k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Sporichthyaceae;g__Sporichthya"	4.26971517344361e-06	3	NA	0.605364056955314	0.605364056955314	FALSE
"k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Streptomycetaceae;__"	1.59172186307913e-05	19	NA	0.299197279306924	0.299197279306924	FALSE
"k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Streptomycetaceae;g__"	5.51586960522376e-06	2	NA	0.572954341826041	0.572954341826041	FALSE
"k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Streptomycetaceae;g__Streptomyces"	4.902570140064e-05	49	NA	0.414468219541842	0.414468219541842	FALSE
"k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Thermomonosporaceae;g__"	2.5736510600426e-07	2	NA	0.0758082497212933	0.0758082497212933	TRUE
"k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Thermomonosporaceae;g__Actinoallomurus"	3.2469892517029e-06	3	NA	0.605364056955314	0.605364056955314	FALSE
"k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Thermomonosporaceae;g__Actinomadura"	1.35362469825296e-05	11	NA	0.390721334963533	0.390721334963533	FALSE
"k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Tsukamurellaceae;g__Tsukamurella"	4.51438429554049e-07	1	NA	NA	NA	FALSE
"k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Williamsiaceae;g__Williamsia"	1.74094687163852e-07	4	NA	0.635330828733136	0.635330828733136	FALSE
"k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Yaniellaceae;g__Auritibacter"	7.69974757340049e-07	1	NA	NA	NA	FALSE
"k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Alloscardovia"	2.52106354367555e-05	8	NA	0.734228084440366	0.734228084440366	FALSE
"k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium"	0.00781343983712343	678	NA	0.999999052036198	0.999999052036198	FALSE
"k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Gardnerella"	0.000401497786006974	66	NA	0.882223376613376	0.882223376613376	FALSE
"k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Scardovia"	5.16488217564414e-06	8	NA	0.734228084440366	0.734228084440366	FALSE
"k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__;g__"	3.47985113044818e-05	45	NA	0.772365709329586	0.772365709329586	FALSE
"k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;__"	1.04077699460446e-05	12	NA	0.806447571498485	0.806447571498485	FALSE
"k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__"	1.12414544869693e-05	24	NA	0.925573225063535	0.925573225063535	FALSE
"k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Adlercreutzia"	1.41751900051849e-05	11	NA	0.390721334963533	0.390721334963533	FALSE
"k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Atopobium"	0.000187787141385138	43	NA	0.909185978105969	0.909185978105969	FALSE
"k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella"	0.000113243720226808	69	NA	0.500000000000001	0.500000000000001	FALSE
"k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Eggerthella"	2.32131998088619e-06	7	NA	0.712335303994509	0.712335303994509	FALSE
"k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Olsenella"	5.22268948932271e-07	2	NA	0.572954341826041	0.572954341826041	FALSE
"k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Slackia"	5.41281639335602e-06	7	NA	0.712335303994509	0.712335303994509	FALSE
"k__Bacteria;p__Actinobacteria;c__MB-A2-108;o__0319-7L14;f__;g__"	0.000483435038547637	142	NA	0.661976668797873	0.661976668797873	FALSE
"k__Bacteria;p__Actinobacteria;c__Rubrobacteria;o__Rubrobacterales;f__Rubrobacteraceae;g__"	1.14442085776361e-05	19	NA	0.603375338360372	0.603375338360372	FALSE
"k__Bacteria;p__Actinobacteria;c__Rubrobacteria;o__Rubrobacterales;f__Rubrobacteraceae;g__Rubrobacter"	5.47619310727879e-05	35	NA	0.630251153166314	0.630251153166314	FALSE
"k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__;f__;g__"	4.94566555812046e-09	1	NA	NA	NA	FALSE
"k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Gaiellales;f__;g__"	3.60899452739398e-06	18	NA	0.276127141434331	0.276127141434331	FALSE
"k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Gaiellales;f__Gaiellaceae;__"	2.55480409992806e-05	22	NA	0.154665828971215	0.154665828971215	FALSE
"k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Gaiellales;f__Gaiellaceae;g__"	0.00154710031580659	198	NA	0.335735350887161	0.335735350887161	FALSE
"k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Gaiellales;f__Gaiellaceae;g__Gaiella"	7.43984213210521e-06	23	NA	0.684625424194213	0.684625424194213	FALSE
"k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales;__;__"	1.4614821270406e-05	27	NA	0.239551053551935	0.239551053551935	FALSE
"k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales;f__;g__"	0.000595759281558134	177	NA	0.373113424893516	0.373113424893516	FALSE
"k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales;f__Conexibacteraceae;__"	1.06722879741884e-07	1	NA	NA	NA	FALSE
"k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales;f__Conexibacteraceae;g__"	3.55900485779634e-05	28	NA	0.0356605017756153	0.0356605017756153	TRUE
"k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales;f__Patulibacteraceae;g__"	3.96880658578781e-05	40	NA	0.477801402261392	0.477801402261392	FALSE
"k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales;f__Patulibacteraceae;g__Patulibacter"	2.1740000034784e-07	1	NA	NA	NA	FALSE
"k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;__"	3.99894591969456e-06	7	NA	0.712335303994509	0.712335303994509	FALSE
"k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__"	0.000107036353068753	75	NA	0.209373603030998	0.209373603030998	FALSE
"k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__Solirubrobacter"	2.89204064056198e-05	45	NA	0.562546683107943	0.562546683107943	FALSE
"k__Bacteria;p__AncK6;c__;o__;f__;g__"	2.13753360064915e-06	1	NA	NA	NA	FALSE
"k__Bacteria;p__Aquificae;c__Aquificae;o__Aquificales;f__Aquificaceae;__"	3.68684172823508e-08	1	NA	NA	NA	FALSE
"k__Bacteria;p__Aquificae;c__Aquificae;o__Aquificales;f__Hydrogenothermaceae;__"	1.83118791357379e-07	1	NA	NA	NA	FALSE
"k__Bacteria;p__Armatimonadetes;c__0319-6E2;o__;f__;g__"	5.03984486519277e-06	13	NA	0.450406684501871	0.450406684501871	FALSE
"k__Bacteria;p__Armatimonadetes;c__Armatimonadia;o__Armatimonadales;f__Armatimonadaceae;g__"	3.29440662465639e-07	1	NA	NA	NA	FALSE
"k__Bacteria;p__Armatimonadetes;c__Armatimonadia;o__Armatimonadales;f__Armatimonadaceae;g__CL0-1"	5.236545920831e-06	1	NA	NA	NA	FALSE
"k__Bacteria;p__Armatimonadetes;c__Armatimonadia;o__FW68;f__;g__"	6.35976787466046e-07	1	NA	NA	NA	FALSE
"k__Bacteria;p__Armatimonadetes;c__OS-L;o__;f__;g__"	9.87543781107629e-06	1	NA	NA	NA	FALSE
"k__Bacteria;p__Armatimonadetes;c__[Fimbriimonadia];o__[Fimbriimonadales];f__[Fimbriimonadaceae];g__"	1.32488746543895e-05	3	NA	0.113498968522808	0.113498968522808	FALSE
"k__Bacteria;p__Armatimonadetes;c__[Fimbriimonadia];o__[Fimbriimonadales];f__[Fimbriimonadaceae];g__Fimbriimonas"	9.18959856590974e-07	6	NA	0.688653464613911	0.688653464613911	FALSE
"k__Bacteria;p__BRC1;c__PRR-11;o__;f__;g__"	6.92081889688276e-06	3	NA	0.113498968522808	0.113498968522808	FALSE
"k__Bacteria;p__Bacteroidetes;__;__;__;__"	1.42159299973132e-06	5	NA	0.663037536717657	0.663037536717657	FALSE
"k__Bacteria;p__Bacteroidetes;c__At12OctB3;o__;f__;g__"	7.56517715969221e-09	1	NA	NA	NA	FALSE
"k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;__;__"	5.48252595529985e-06	8	NA	0.0680780315742921	0.0680780315742921	TRUE
"k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__;g__"	5.37573118903969e-05	20	NA	0.625167098203047	0.625167098203047	FALSE
"k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides"	0.0319725619769515	1211	NA	1	1	FALSE
"k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Marinilabiaceae;g__Cytophaga"	2.06144083170067e-07	1	NA	NA	NA	FALSE
"k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__"	1.5675148182093e-05	9	NA	0.326790511762718	0.326790511762718	FALSE
"k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Dysgonomonas"	2.0483084818776e-06	5	NA	0.0264073556571053	0.0264073556571053	TRUE
"k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Paludibacter"	5.63344941014734e-06	9	NA	0.326790511762718	0.326790511762718	FALSE
"k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Parabacteroides"	0.0085199073005046	500	NA	0.999975376799182	0.999975376799182	FALSE
"k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Porphyromonas"	0.000556002894568238	183	NA	0.943342115970328	0.943342115970328	FALSE
"k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Tannerella"	7.48308715936216e-07	3	NA	0.605364056955314	0.605364056955314	FALSE
"k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__"	1.52049536522603e-06	1	NA	NA	NA	FALSE
"k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella"	0.00608802717404263	638	NA	0.999999986882437	0.999999986882437	FALSE
"k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;__"	1.19719190197877e-06	11	NA	0.790465100171098	0.790465100171098	FALSE
"k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__"	0.000889307506681899	171	NA	0.671640840943047	0.671640840943047	FALSE
"k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__AF12"	1.0726248145754e-06	2	NA	0.572954341826041	0.572954341826041	FALSE
"k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes"	0.000190865884072802	58	NA	0.20898227902757	0.20898227902757	FALSE
"k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Rikenella"	2.21434803378783e-07	1	NA	NA	NA	FALSE
"k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__human"	1.40022320482683e-05	6	NA	0.688653464613911	0.688653464613911	FALSE
"k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__S24-7;g__"	0.0156190214018997	585	NA	0.997637182065533	0.997637182065533	FALSE
"k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__SB-1;g__"	2.28884390700253e-08	1	NA	NA	NA	FALSE
"k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__[Barnesiellaceae];__"	9.52168236075563e-07	3	NA	0.605364056955314	0.605364056955314	FALSE
"k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__[Barnesiellaceae];g__"	2.92687757357629e-05	21	NA	0.905426278464294	0.905426278464294	FALSE
"k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__[Barnesiellaceae];g__Barnesiella"	1.8648916485703e-07	5	NA	0.663037536717657	0.663037536717657	FALSE
"k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__[Odoribacteraceae];g__Butyricimonas"	1.27792188649556e-05	8	NA	0.734228084440366	0.734228084440366	FALSE
"k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__[Odoribacteraceae];g__Odoribacter"	7.77930380265645e-06	15	NA	0.847487812704778	0.847487812704778	FALSE
"k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__[Paraprevotellaceae];g__"	7.11834807987784e-06	2	NA	0.0758082497212933	0.0758082497212933	TRUE
"k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__[Paraprevotellaceae];g__CF231"	1.0561275149962e-05	2	NA	0.572954341826041	0.572954341826041	FALSE
"k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__[Paraprevotellaceae];g__Paraprevotella"	0.000151020354489823	22	NA	0.368056004659628	0.368056004659628	FALSE
"k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__[Paraprevotellaceae];g__YRC22"	3.44284364838555e-08	1	NA	NA	NA	FALSE
"k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__[Paraprevotellaceae];g__[Prevotella]"	0.000392891515093031	137	NA	0.904059989097504	0.904059989097504	FALSE
"k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__p-2534-18B5;g__BE24"	4.17321371506077e-07	1	NA	NA	NA	FALSE
"k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;__;__"	1.17846427249865e-06	1	NA	NA	NA	FALSE
"k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__;g__"	5.1050395929854e-07	1	NA	NA	NA	FALSE
"k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cyclobacteriaceae;__"	3.98085039782081e-08	1	NA	NA	NA	FALSE
"k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cyclobacteriaceae;g__"	1.13041159853065e-07	3	NA	0.605364056955314	0.605364056955314	FALSE
"k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cyclobacteriaceae;g__Algoriphagus"	5.34006323702885e-07	1	NA	NA	NA	FALSE
"k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cytophagaceae;__"	1.47924867722548e-06	2	NA	0.572954341826041	0.572954341826041	FALSE
"k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cytophagaceae;g__"	3.54690637048899e-05	29	NA	0.11774695837005	0.11774695837005	FALSE
"k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cytophagaceae;g__Adhaeribacter"	1.28769016409478e-05	10	NA	0.359273273478853	0.359273273478853	FALSE
"k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cytophagaceae;g__Cytophaga"	1.48866217343763e-07	1	NA	NA	NA	FALSE
"k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cytophagaceae;g__Dyadobacter"	3.97510453303143e-06	2	NA	0.572954341826041	0.572954341826041	FALSE
"k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cytophagaceae;g__Hymenobacter"	3.40118668969889e-05	14	NA	0.185594704366527	0.185594704366527	FALSE
"k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cytophagaceae;g__Larkinella"	9.18485924859263e-06	1	NA	NA	NA	FALSE
"k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cytophagaceae;g__Leadbetterella"	1.48369966743614e-08	1	NA	NA	NA	FALSE
"k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cytophagaceae;g__Pontibacter"	5.94227713555195e-07	6	NA	0.688653464613911	0.688653464613911	FALSE
"k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cytophagaceae;g__Rhodocytophaga"	1.80274790806276e-05	6	NA	0.223611361850298	0.223611361850298	FALSE
"k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cytophagaceae;g__Spirosoma"	1.28770878254355e-05	7	NA	0.258897732324836	0.258897732324836	FALSE
"k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cytophagaceae;g__Sporocytophaga"	7.13168398879153e-06	3	NA	0.605364056955314	0.605364056955314	FALSE
"k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Flammeovirgaceae;g__"	3.05483608994047e-06	5	NA	0.663037536717657	0.663037536717657	FALSE
