AllGroups	DefaultGroups	EvenOdd	G1	G2	G3	G4	G5	G6	GNPSLinkout_Cluster	GNPSLinkout_Network	LibraryID	MQScore	MZErrorPPM	MassDiff	RTMean	RTStdErr	Smiles	SpectrumID	UniqueFileSources	UniqueFileSourcesCount	cluster index	componentindex	number of spectra	parent mass	precursor charge	precursor mass	sum(precursor intensity)
 	G2	1	0	5	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=f19d5ba59d7646349f767d27a75875ab&view=cluster_details&protein=480&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=f19d5ba59d7646349f767d27a75875ab&show=true	N/A	N/A	N/A	N/A	512.782	15.336964367175144	N/A	N/A	G000073461_170522182039.mzXML|G000073462_170522183406.mzXML|G000073460_170522180710.mzXML	3	480	-1	5	271.115	1	271.115	595058
 	G1	0	10	0	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=f19d5ba59d7646349f767d27a75875ab&view=cluster_details&protein=482&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=f19d5ba59d7646349f767d27a75875ab&show=true	N/A	N/A	N/A	N/A	185.8914	14.684085039252535	N/A	N/A	11712.SUBJECT55.MBM.1329.mzXML|11712.SUBJECT37.DBM.1304.mzXML|11712.SUBJECT56.MBM.1332.mzXML|11712.SUBJECT54.DBM.1327.mzXML|11712.SUBJECT55.DBM.1330.mzXML	5	482	-1	10	271.177	0	271.177	561163
 	G2	0	0	2	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=f19d5ba59d7646349f767d27a75875ab&view=cluster_details&protein=483&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=f19d5ba59d7646349f767d27a75875ab&show=true	N/A	N/A	N/A	N/A	379.55449999999996	2.7605000000000075	N/A	N/A	G000073461_170522182039.mzXML|G000073462_170522183406.mzXML	2	483	-1	2	271.226	1	271.226	324534
 	G2	0	0	32	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=f19d5ba59d7646349f767d27a75875ab&view=cluster_details&protein=484&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=70&task=f19d5ba59d7646349f767d27a75875ab&show=true	N/A	N/A	N/A	N/A	169.139669375	101.28354807713303	N/A	N/A	G000073461_170522182039.mzXML|G000073462_170522183406.mzXML|G000073460_170522180710.mzXML	3	484	70	32	271.916	1	271.916	5.69798e+06
 	G2	0	0	2	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=f19d5ba59d7646349f767d27a75875ab&view=cluster_details&protein=486&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=279&task=f19d5ba59d7646349f767d27a75875ab&show=true	N/A	N/A	N/A	N/A	26.85355	1.9262500000000014	N/A	N/A	G000073461_170522182039.mzXML|G000073462_170522183406.mzXML	2	486	279	2	543.123	2	272.061	2.50132e+06
 	G1	1	4	0	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=f19d5ba59d7646349f767d27a75875ab&view=cluster_details&protein=487&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=210&task=f19d5ba59d7646349f767d27a75875ab&show=true	N/A	N/A	N/A	N/A	31.16225	0.95895499764066	N/A	N/A	11712.SUBJECT16.DBM.1288.mzXML|11712.SUBJECT12.DBM.1285.mzXML	2	487	210	4	272.161	0	272.161	638714
 	G2	1	0	8	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=f19d5ba59d7646349f767d27a75875ab&view=cluster_details&protein=488&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=f19d5ba59d7646349f767d27a75875ab&show=true	N/A	N/A	N/A	N/A	34.113125	1.372784436601392	N/A	N/A	G83354_1x_BD10_01_21888.mzXML|G83358_1x_BH10_01_21910.mzXML|G83352_1x_BB10_01_21549.mzXML|G83353_1x_BC10_01_21882.mzXML	4	488	-1	8	272.166	0	272.166	224381
 	G1	1	9	0	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=f19d5ba59d7646349f767d27a75875ab&view=cluster_details&protein=490&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=633&task=f19d5ba59d7646349f767d27a75875ab&show=true	N/A	N/A	N/A	N/A	301.5982222222222	0.5477482750675813	N/A	N/A	11712.SUBJECT49.DBM.1319.mzXML|11712.SUBJECT50.MBM.1321.mzXML|11712.SUBJECT60.MBM.1337.mzXML|11712.SUBJECT37.MBM.1305.mzXML|11712.SUBJECT27.DBM.1297.mzXML|11712.SUBJECT44.MBM.1312.mzXML|11712.SUBJECT12.MBM.1286.mzXML|11712.SUBJECT59.MBM.1336.mzXML|11712.SUBJECT42.MBM.1309.mzXML	9	490	633	9	272.185	0	272.185	16382
 	G2	1	0	2	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=f19d5ba59d7646349f767d27a75875ab&view=cluster_details&protein=491&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=f19d5ba59d7646349f767d27a75875ab&show=true	N/A	N/A	N/A	N/A	145.79250000000002	4.3984999999999985	N/A	N/A	G000073460_170522180710.mzXML	1	491	-1	2	545.311	2	273.155	2.39727e+06
 	G2	0	0	6	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=f19d5ba59d7646349f767d27a75875ab&view=cluster_details&protein=493&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=70&task=f19d5ba59d7646349f767d27a75875ab&show=true	N/A	N/A	N/A	N/A	163.87433333333334	8.965247006574268	N/A	N/A	G000073461_170522182039.mzXML|G000073462_170522183406.mzXML	2	493	70	6	273.167	1	273.167	2.1566e+06
 	G2	0	0	15	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=f19d5ba59d7646349f767d27a75875ab&view=cluster_details&protein=494&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=70&task=f19d5ba59d7646349f767d27a75875ab&show=true	N/A	N/A	N/A	N/A	206.84984	56.20354198386195	N/A	N/A	G000073461_170522182039.mzXML|G000073462_170522183406.mzXML|G000073460_170522180710.mzXML	3	494	70	15	273.954	1	273.954	2.24437e+06
 	G1	1	4	0	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=f19d5ba59d7646349f767d27a75875ab&view=cluster_details&protein=495&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=175&task=f19d5ba59d7646349f767d27a75875ab&show=true	N/A	N/A	N/A	N/A	160.24025	0.9206235319064974	N/A	N/A	11712.SUBJECT25.MBM.1293.mzXML|11712.SUBJECT41.MBM.1308.mzXML|11712.SUBJECT26.MBM.1295.mzXML	3	495	175	4	274.142	0	274.142	10864
 	G1	1	3	0	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=f19d5ba59d7646349f767d27a75875ab&view=cluster_details&protein=496&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=214&task=f19d5ba59d7646349f767d27a75875ab&show=true	N/A	N/A	N/A	N/A	62.617000000000004	1.002306672963253	N/A	N/A	11712.SUBJECT54.DBM.1327.mzXML|11712.SUBJECT37.DBM.1304.mzXML|11712.SUBJECT55.DBM.1330.mzXML	3	496	214	3	274.176	0	274.176	52103
 	G1	1	14	0	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=f19d5ba59d7646349f767d27a75875ab&view=cluster_details&protein=497&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=f19d5ba59d7646349f767d27a75875ab&show=true	N/A	N/A	N/A	N/A	406.6742857142857	0.5071241646454594	N/A	N/A	11712.SUBJECT54.DBM.1327.mzXML|11712.SUBJECT39.MBM.1307.mzXML|11712.SUBJECT16.MBM.1289.mzXML|11712.SUBJECT53.DBM.1325.mzXML|11712.SUBJECT2.DBM.1278.mzXML|11712.SUBJECT59.MBM.1336.mzXML|11712.SUBJECT37.DBM.1304.mzXML|11712.SUBJECT47.MBM.1317.mzXML|11712.SUBJECT12.DBM.1285.mzXML|11712.SUBJECT55.MBM.1329.mzXML|11712.SUBJECT52.MBM.1324.mzXML|11712.SUBJECT12.MBM.1286.mzXML|11712.SUBJECT58.MBM.1335.mzXML|11712.SUBJECT31.DBM.1300.mzXML	14	497	-1	14	274.217	0	274.217	22390
 	G1,G2	1	102	41	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=f19d5ba59d7646349f767d27a75875ab&view=cluster_details&protein=499&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=237&task=f19d5ba59d7646349f767d27a75875ab&show=true	sphingosin C16 (Artifact)-emf	0.777745	0	0	328.4142657342657	28.59834787832935	N/A	CCMSLIB00005463721	11712.SUBJECT4.MBM.1349.mzXML|11712.SUBJECT6.MBM.1280.mzXML|11712.SUBJECT38.MBM.1306.mzXML|11712.SUBJECT26.MBM.1295.mzXML|G83354_1x_BD10_01_21888.mzXML|G83355_1x_BE10_01_21894.mzXML|11712.SUBJECT50.MBM.1321.mzXML|G000073461_170522182039.mzXML|11712.SUBJECT45.DBM.1313.mzXML|G83364_1x_BF11_01_21903.mzXML|11712.SUBJECT45.MBM.1314.mzXML|11712.SUBJECT27.DBM.1297.mzXML|11712.SUBJECT12.DBM.1285.mzXML|11712.SUBJECT55.MBM.1329.mzXML|11712.SUBJECT47.MBM.1317.mzXML|G83348_1x_BF9_01_21898.mzXML|G83445_1x_BE12_01_21897.mzXML|11712.SUBJECT46.MBM.1315.mzXML|G83359_1x_BA11_01_21544.mzXML|11712.SUBJECT31.DBM.1300.mzXML|G83449_1x_BD12_01_21891.mzXML|11712.SUBJECT52.DBM.1323.mzXML|11712.SUBJECT1.MBM.1277.mzXML|11712.SUBJECT31.MBM.1301.mzXML|11712.SUBJECT36.MBM.1303.mzXML|G83356_1x_BF10_01_21902.mzXML|G000073460_170522180710.mzXML|G83349_1x_BG9_01_21904.mzXML|G83370_1x_BG11_01_21907.mzXML|G83351_1x_BA10_01_21543.mzXML|11712.SUBJECT21.DBM.1292.mzXML|G83357_1x_BG10_01_21906.mzXML|11712.SUBJECT48.DBM.1318.mzXML|11712.SUBJECT43.MBM.1310.mzXML|11712.SUBJECT37.DBM.1304.mzXML|11712.SUBJECT56.MBM.1332.mzXML|11712.SUBJECT37.MBM.1305.mzXML|11712.SUBJECT54.MBM.1328.mzXML|11712.SUBJECT34.MBM.1302.mzXML|11712.SUBJECT27.MBM.1296.mzXML|11712.SUBJECT58.MBM.1335.mzXML|11712.SUBJECT54.DBM.1327.mzXML|11712.SUBJECT57.MBM.1333.mzXML|G83360_1x_BB11_01_21879.mzXML|11712.SUBJECT11.MBM.1284.mzXML|11712.SUBJECT8.MBM.1281.mzXML|11712.SUBJECT9.DBM.1282.mzXML|11712.SUBJECT44.DBM.1311.mzXML|11712.SUBJECT56.DBM.1331.mzXML|11712.SUBJECT17.MBM.1290.mzXML|11712.SUBJECT57.MBM.1334.mzXML|G83444_1x_BB12_01_21880.mzXML|11712.SUBJECT53.DBM.1325.mzXML|G83358_1x_BH10_01_21910.mzXML|G83363_1x_BE11_01_21895.mzXML|11712.SUBJECT60.MBM.1337.mzXML|11712.SUBJECT18.MBM.1291.mzXML|11712.SUBJECT41.MBM.1308.mzXML|11712.SUBJECT44.MBM.1312.mzXML|11712.SUBJECT16.DBM.1288.mzXML|11712.SUBJECT52.MBM.1324.mzXML|G83347_1x_BE9_01_21892.mzXML|11712.SUBJECT14.MBM.1287.mzXML|11712.SUBJECT42.MBM.1309.mzXML|G000073462_170522183406.mzXML|11712.SUBJECT51.MBM.1322.mzXML|11712.SUBJECT11.DBM.1283.mzXML|11712.SUBJECT53.MBM.1326.mzXML|11712.SUBJECT49.DBM.1319.mzXML|11712.SUBJECT39.MBM.1307.mzXML|G83350_1x_BH9_01_21909.mzXML|11712.SUBJECT49.MBM.1320.mzXML|G83353_1x_BC10_01_21882.mzXML|11712.SUBJECT25.MBM.1293.mzXML|11712.SUBJECT47.DBM.1316.mzXML|11712.SUBJECT16.MBM.1289.mzXML|G83447_1x_BC12_01_21886.mzXML|11712.SUBJECT2.DBM.1278.mzXML|G83352_1x_BB10_01_21549.mzXML|11712.SUBJECT12.MBM.1286.mzXML|11712.SUBJECT59.MBM.1336.mzXML|11712.SUBJECT55.DBM.1330.mzXML	82	499	237	143	274.274	0	274.274	8.47315e+06
 	G2	1	0	6	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=f19d5ba59d7646349f767d27a75875ab&view=cluster_details&protein=500&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=f19d5ba59d7646349f767d27a75875ab&show=true	N/A	N/A	N/A	N/A	493.71833333333336	19.19285182619357	N/A	N/A	G000073461_170522182039.mzXML|G000073462_170522183406.mzXML|G000073460_170522180710.mzXML	3	500	-1	6	274.273	1	274.273	874843
 	G2	1	0	7	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=f19d5ba59d7646349f767d27a75875ab&view=cluster_details&protein=501&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=237&task=f19d5ba59d7646349f767d27a75875ab&show=true	sphingosin C16 (Artifact)-emf	0.719346	0	0	302.0422857142857	15.99872607173357	N/A	CCMSLIB00005463721	G000073461_170522182039.mzXML|G000073462_170522183406.mzXML|G000073460_170522180710.mzXML	3	501	237	7	274.274	1	274.274	1.07765e+07
 	G1	0	5	0	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=f19d5ba59d7646349f767d27a75875ab&view=cluster_details&protein=511&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=f19d5ba59d7646349f767d27a75875ab&show=true	N/A	N/A	N/A	N/A	125.8966	0.8471650606581913	N/A	N/A	11712.SUBJECT55.MBM.1329.mzXML|11712.SUBJECT37.DBM.1304.mzXML|11712.SUBJECT54.DBM.1327.mzXML|11712.SUBJECT55.DBM.1330.mzXML	4	511	-1	5	275.156	0	275.156	88455
 	G2	0	0	2	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=f19d5ba59d7646349f767d27a75875ab&view=cluster_details&protein=514&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=f19d5ba59d7646349f767d27a75875ab&show=true	N/A	N/A	N/A	N/A	250.3965	12.205499999999986	N/A	N/A	G000073461_170522182039.mzXML	1	514	-1	2	275.232	1	275.232	217802
 	G1,G2	0	4	3	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=f19d5ba59d7646349f767d27a75875ab&view=cluster_details&protein=516&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=79&task=f19d5ba59d7646349f767d27a75875ab&show=true	N/A	N/A	N/A	N/A	64.34027142857143	8.791643149965003	N/A	N/A	11712.SUBJECT55.MBM.1329.mzXML|11712.SUBJECT56.MBM.1332.mzXML|G000073460_170522180710.mzXML	3	516	79	7	275.652	0	275.652	3.22033e+06
 	G2	0	0	3	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=f19d5ba59d7646349f767d27a75875ab&view=cluster_details&protein=517&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=f19d5ba59d7646349f767d27a75875ab&show=true	N/A	N/A	N/A	N/A	143.02833333333334	4.820908651097028	N/A	N/A	G000073461_170522182039.mzXML|G000073462_170522183406.mzXML	2	517	-1	3	550.335	2	275.667	293363
 	G1	0	4	0	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=f19d5ba59d7646349f767d27a75875ab&view=cluster_details&protein=518&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=f19d5ba59d7646349f767d27a75875ab&show=true	N/A	N/A	N/A	N/A	161.20675	0.10917274156125918	N/A	N/A	11712.SUBJECT54.DBM.1327.mzXML|11712.SUBJECT37.DBM.1304.mzXML|11712.SUBJECT56.MBM.1332.mzXML|11712.SUBJECT55.DBM.1330.mzXML	4	518	-1	4	275.672	0	275.672	98753
 	G2	0	0	2	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=f19d5ba59d7646349f767d27a75875ab&view=cluster_details&protein=521&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=f19d5ba59d7646349f767d27a75875ab&show=true	N/A	N/A	N/A	N/A	445.033	1.6380000000000052	N/A	N/A	G000073461_170522182039.mzXML|G000073462_170522183406.mzXML	2	521	-1	2	551.241	2	276.12	2.44092e+06
 	G1	0	8	0	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=f19d5ba59d7646349f767d27a75875ab&view=cluster_details&protein=523&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=147&task=f19d5ba59d7646349f767d27a75875ab&show=true	N/A	N/A	N/A	N/A	99.539875	1.1027669107182172	N/A	N/A	11712.SUBJECT55.MBM.1329.mzXML|11712.SUBJECT37.DBM.1304.mzXML|11712.SUBJECT56.MBM.1332.mzXML|11712.SUBJECT54.DBM.1327.mzXML|11712.SUBJECT55.DBM.1330.mzXML	5	523	147	8	276.134	0	276.134	224300
 	G1,G2	1	1	1	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=f19d5ba59d7646349f767d27a75875ab&view=cluster_details&protein=524&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=66&task=f19d5ba59d7646349f767d27a75875ab&show=true	N/A	N/A	N/A	N/A	21.232100000000003	0.6179000000000006	N/A	N/A	11712.SUBJECT21.DBM.1292.mzXML|G000073460_170522180710.mzXML	2	524	66	2	276.143	0	276.143	9.04337e+06
 	G1	1	27	0	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=f19d5ba59d7646349f767d27a75875ab&view=cluster_details&protein=525&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=175&task=f19d5ba59d7646349f767d27a75875ab&show=true	N/A	N/A	N/A	N/A	150.628	3.220613111631824	N/A	N/A	11712.SUBJECT57.MBM.1333.mzXML|11712.SUBJECT6.MBM.1280.mzXML|11712.SUBJECT36.MBM.1303.mzXML|11712.SUBJECT26.MBM.1295.mzXML|11712.SUBJECT25.MBM.1293.mzXML|11712.SUBJECT43.MBM.1310.mzXML|11712.SUBJECT45.DBM.1313.mzXML|11712.SUBJECT41.MBM.1308.mzXML|11712.SUBJECT54.MBM.1328.mzXML|11712.SUBJECT52.MBM.1324.mzXML|11712.SUBJECT58.MBM.1335.mzXML|11712.SUBJECT31.DBM.1300.mzXML	12	525	175	27	276.163	0	276.163	295213
 	G2	1	0	4	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=f19d5ba59d7646349f767d27a75875ab&view=cluster_details&protein=526&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=113&task=f19d5ba59d7646349f767d27a75875ab&show=true	N/A	N/A	N/A	N/A	44.14175	0.8138201198667929	N/A	N/A	G83363_1x_BE11_01_21895.mzXML|G83364_1x_BF11_01_21903.mzXML	2	526	113	4	276.17	0	276.17	28063
 	G2	1	0	2	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=f19d5ba59d7646349f767d27a75875ab&view=cluster_details&protein=527&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=f19d5ba59d7646349f767d27a75875ab&show=true	N/A	N/A	N/A	N/A	182.039	0.07100000000001216	N/A	N/A	G83358_1x_BH10_01_21910.mzXML|G83353_1x_BC10_01_21882.mzXML	2	527	-1	2	276.177	0	276.177	9502
 	G2	1	0	7	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=f19d5ba59d7646349f767d27a75875ab&view=cluster_details&protein=528&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=f19d5ba59d7646349f767d27a75875ab&show=true	N/A	N/A	N/A	N/A	183.84585714285714	0.9746759796497073	N/A	N/A	G83354_1x_BD10_01_21888.mzXML|G83358_1x_BH10_01_21910.mzXML|G83355_1x_BE10_01_21894.mzXML|G83352_1x_BB10_01_21549.mzXML|G83353_1x_BC10_01_21882.mzXML	5	528	-1	7	276.486	0	276.486	360673
 	G1	1	2	0	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=f19d5ba59d7646349f767d27a75875ab&view=cluster_details&protein=529&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=59&task=f19d5ba59d7646349f767d27a75875ab&show=true	N/A	N/A	N/A	N/A	391.64549999999997	0.4224999999999852	N/A	N/A	11712.SUBJECT12.MBM.1286.mzXML|11712.SUBJECT31.DBM.1300.mzXML	2	529	59	2	276.653	0	276.653	3449
 	G2	1	0	2	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=f19d5ba59d7646349f767d27a75875ab&view=cluster_details&protein=530&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=f19d5ba59d7646349f767d27a75875ab&show=true	N/A	N/A	N/A	N/A	9.548964999999999	1.2779350000000003	N/A	N/A	G000073461_170522182039.mzXML|G000073460_170522180710.mzXML	2	530	-1	2	276.896	1	276.896	203102
 	G1	0	3	0	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=f19d5ba59d7646349f767d27a75875ab&view=cluster_details&protein=533&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=f19d5ba59d7646349f767d27a75875ab&show=true	N/A	N/A	N/A	N/A	165.70866666666666	9.411597963269688	N/A	N/A	11712.SUBJECT16.DBM.1288.mzXML|11712.SUBJECT12.DBM.1285.mzXML	2	533	-1	3	277.171	0	277.171	340282
 	G2	0	0	2	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=f19d5ba59d7646349f767d27a75875ab&view=cluster_details&protein=537&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=f19d5ba59d7646349f767d27a75875ab&show=true	N/A	N/A	N/A	N/A	356.68050000000005	1.4964999999999975	N/A	N/A	G000073461_170522182039.mzXML|G000073462_170522183406.mzXML	2	537	-1	2	277.179	1	277.179	266198
 	G2	1	0	3	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=f19d5ba59d7646349f767d27a75875ab&view=cluster_details&protein=538&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=24&task=f19d5ba59d7646349f767d27a75875ab&show=true	N/A	N/A	N/A	N/A	91.81903333333334	9.278216297806866	N/A	N/A	G000073460_170522180710.mzXML	1	538	24	3	553.371	2	277.185	368092
 	G1	0	3	0	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=f19d5ba59d7646349f767d27a75875ab&view=cluster_details&protein=539&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=59&task=f19d5ba59d7646349f767d27a75875ab&show=true	N/A	N/A	N/A	N/A	408.024	0.37383507950252687	N/A	N/A	11712.SUBJECT12.MBM.1286.mzXML|11712.SUBJECT2.DBM.1278.mzXML|11712.SUBJECT17.MBM.1290.mzXML	3	539	59	3	277.216	0	277.216	232899
 	G1	0	31	0	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=f19d5ba59d7646349f767d27a75875ab&view=cluster_details&protein=540&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=59&task=f19d5ba59d7646349f767d27a75875ab&show=true	Spectral Match to 13-Keto-9Z,11E-octadecadienoic acid from NIST14	0.761606	0	0	403.47609677419354	15.070061481465524	N/A	CCMSLIB00003136232	11712.SUBJECT39.MBM.1307.mzXML|11712.SUBJECT31.MBM.1301.mzXML|11712.SUBJECT1.MBM.1277.mzXML|11712.SUBJECT8.MBM.1281.mzXML|11712.SUBJECT9.DBM.1282.mzXML|11712.SUBJECT38.MBM.1306.mzXML|11712.SUBJECT31.DBM.1300.mzXML|11712.SUBJECT25.MBM.1293.mzXML|11712.SUBJECT50.MBM.1321.mzXML|11712.SUBJECT17.MBM.1290.mzXML|11712.SUBJECT47.DBM.1316.mzXML|11712.SUBJECT57.MBM.1334.mzXML|11712.SUBJECT2.DBM.1278.mzXML|11712.SUBJECT45.MBM.1314.mzXML|11712.SUBJECT37.MBM.1305.mzXML|11712.SUBJECT27.DBM.1297.mzXML|11712.SUBJECT44.MBM.1312.mzXML|11712.SUBJECT12.MBM.1286.mzXML|11712.SUBJECT14.MBM.1287.mzXML|11712.SUBJECT42.MBM.1309.mzXML	20	540	59	31	277.216	0	277.216	992363
 	G1	0	4	0	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=f19d5ba59d7646349f767d27a75875ab&view=cluster_details&protein=541&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=f19d5ba59d7646349f767d27a75875ab&show=true	N/A	N/A	N/A	N/A	372.692	0.3672771433127813	N/A	N/A	11712.SUBJECT25.MBM.1293.mzXML|11712.SUBJECT53.MBM.1326.mzXML|11712.SUBJECT43.MBM.1310.mzXML|11712.SUBJECT12.MBM.1286.mzXML	4	541	-1	4	277.217	0	277.217	11367
 	G2	1	0	2	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=f19d5ba59d7646349f767d27a75875ab&view=cluster_details&protein=543&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=24&task=f19d5ba59d7646349f767d27a75875ab&show=true	N/A	N/A	N/A	N/A	117.2975	5.599500000000006	N/A	N/A	G000073460_170522180710.mzXML	1	543	24	2	554.275	2	277.637	669416
 	G1	1	4	0	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=f19d5ba59d7646349f767d27a75875ab&view=cluster_details&protein=544&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=f19d5ba59d7646349f767d27a75875ab&show=true	N/A	N/A	N/A	N/A	158.63299999999998	0.6770184635591538	N/A	N/A	11712.SUBJECT16.DBM.1288.mzXML|11712.SUBJECT12.DBM.1285.mzXML	2	544	-1	4	278.143	0	278.143	56621
